ci'iroi	cmavo-compound			      		temps infini
ciki'o	cmavo-compound			      		3000
cimei	cmavo-compound			      		est un trio
cimoi	cmavo-compound			      		3ème
cino	cmavo-compound			      		30
cinono	cmavo-compound			      		300
ci'o	cmavo			      		émotionnellement ressenti par
co	cmavo   	-col-		      		inversion de tanru
co'a	cmavo   	-co'a-		      		au début de (un événement)
co'e	cmavo   	-com-   	-co'e-	      		bridi non spécifié
coi	cmavo			      		bonjour
coico'o	cmavo-compound			      		bonjour en passant
co'o	cmavo			      		au revoir
cu	cmavo			      		marqueur de début d'un selbri
cu'a	cmavo			      		valeur absolue	norme
cu'e	cmavo			      		question « modal? »
cu'i	cmavo			      		émotion neutre
cu'u	cmavo			      		exprimé par
cu'u ko'a	cmavo-compound			      		exprimé par ko'a
cy	cmavo			      		lettre « c »
da	cmavo   	-dav-   	-dza-	      		quelquechose 1
da'a	cmavo   	-daz-		      		tout sauf
da'amoi	cmavo-compound			      		avant dernier
da'aremoi	cmavo-compound			      		antépénultième
dai	cmavo			      		applique un cnima'o à {do}
da'i	cmavo			      		je suppose
da'inai	cmavo-compound			      		en fait
da'o	cmavo			      		annule les assignations
dau	cmavo			      		10 (A en hexadécimal)
de	cmavo			      		quelquechose 2
de'i	cmavo			      		daté de
denpa bu	bu-letteral			      		symbole de pause : « . »
de'o	cmavo			      		logarithme
de'u	cmavo			      		parole récente	pro-sumti
di	cmavo			      		quelquechose 3
di'i	cmavo			      		régulièrement
di'inai	cmavo-compound			      		irrégulièrement
di'o	cmavo			      		à l'endroit de
do	cmavo   	-don-   	-doi-	      		toi/vous
do'a	cmavo			      		généreusement	attitudinal
do'anai	cmavo-compound			      		parcimonieusement	attitudinal
do'e	cmavo			      		sumtcita non spécifié
doi	cmavo			      		identifie l'auditeur
doido'u	cmavo-compound			      		eh toi !
do'o	cmavo			      		toi/vous et d'autres
du	cmavo   	-dub-   	-du'o-	      		est identique à
du'a	cmavo			      		à l'est de
du'e	cmavo			      		trop
du'emei	cmavo-compound			      		est trop
du'eroi	cmavo-compound			      		trop souvent
du'i	cmavo			      		autant que
du'o	cmavo			      		selon
du'u	cmavo   	-dum-		      		transforme BRIDI en le selbri : x_1 est BRIDI exprimé par x_2
dy	cmavo			      		lettre « d »
e	cmavo			      		x et y (sumti)
e'a	cmavo			      		permission
e'anai	cmavo-compound			      		interdiction
ebu	bu-letteral			      		lettre « e »
e'e	cmavo			      		compétence
e'enai	cmavo-compound			      		incompétence
ei	cmavo			      		obligation
einai	cmavo-compound			      		liberté
enai	cmavo-compound			      		x et non y (sumti)
e'o	cmavo			      		attitudinal : requête
e'u	cmavo			      		suggestion
e'ucu'i	cmavo-compound			      		suggestion d'abandon
e'unai	cmavo-compound			      		avertissement
fa	cmavo			      		marqueur de 1 ère place (sumti)
fa'e	cmavo			      		séquence inverse de
fai	cmavo			      		place sumti supplémentaire
fa'i	cmavo			      		opérateur inverse (pour*)
fa'o	cmavo			      		fin du texte
fau	cmavo			      		dans l'événement
fa'u	cmavo			      		et respectivement
fau'u	experimental cmavo			      		Désolé(e)! : vocatif
fe	cmavo			      		marqueur 2 ème place (sumti)
fe'a	cmavo			      		racine nième de
fe'e	cmavo			      		aspects spatiaux
fe'eba'o	cmavo-compound			      		autour
fe'eca'o	cmavo-compound			      		à travers
fe'eco'a	cmavo-compound			      		à cette extrémité de
fe'eco'i	cmavo-compound			      		au point de
fe'emo'u	cmavo-compound			      		à la fin lointaine de
fe'enoroi	cmavo-compound			      		nulle part
fe'eroroi	cmavo-compound			      		partout
fe'eza'o	cmavo-compound			      		continuant trop loin
fe'i	cmavo			      		divisé par
fe'o	cmavo			      		fin de la discussion
fi	cmavo			      		marqueur de 3ème place (sumti)
fi'a	cmavo			      		question : place du sumti ?
fi'e	cmavo			      		créé par
fi'i	cmavo			      		attitudinal : hospitalité
fi'inai	cmavo-compound			      		attitudinal : inhospitalité
fi'o	cmavo			      		converti un selbri en sumtcita
fi'u	cmavo			      		barre de fraction
fo	cmavo			      		marqueur de 4 ème place (sumti)
fo'a	cmavo   	-fo'a-		      		ça 6
fo'e	cmavo   	-fo'e-		      		ça 7
foi	cmavo			      		fin de lettre composée
fo'i	cmavo   	-fo'i-		      		ça 8
fo'o	cmavo			      		ça 9
fo'u	cmavo			      		ça 10
fu	cmavo			      		marqueur de 5ème place (sumti)
fu'i	cmavo			      		attitudinal : facile
fu'inai	cmavo-compound			      		attitudinal : difficile
fu'u	cmavo			      		opérateur non spécifié
fy	cmavo			      		lettre « f »
ga'a	cmavo			      		pour l'observateur
ga'e	cmavo			      		passage en haut de casse
gai	cmavo			      		12 (C en hexadécimal)
ga'i	cmavo			      		attitudinal : hauteur
ga'icu'i	cmavo-compound			      		attitudinal : parité
ga'inai	cmavo-compound			      		attitudinal : infériorité
ga'o	cmavo			      		intervallle fermé
gau	cmavo			      		avec l'agent actif
ge'a	cmavo			      		opérateur nul
ge'e	cmavo			      		attitudinal : émotion non spécifiée
gei	cmavo			      		notation exponentielle
ge'o	cmavo			      		passage à l'alphabet grec
ge'u	cmavo			      		terminateur de phrase relative
gi'a	cmavo			      		x ou y (queue de bridi)
gi'e	cmavo			      		x et y (queue de bridi)
gi'enai	cmavo-compound			      		x et non y (queue de bridi)
gi'i	cmavo			      		question : bridi connecteur ?
gi'o	cmavo			      		x si et seulement si y (queue de bridi)
gi'onai	cmavo-compound			      		x XOR y (queue de bridi)
gi'u	cmavo			      		x quelque soit y (queue de bridi)
go'a	cmavo			      		bridi récent
go'e	cmavo			      		avant dernier bridi
goi	cmavo			      		assigne un pro-sumti à un sumti
go'i	cmavo			      		répète le sens du dernier bridi
go'ira'o	cmavo-compound			      		vrai pour moi aussi
go'o	cmavo			      		bridi à venir
go'u	cmavo			      		bridi précédent (loin)
gy	cmavo			      		lettre « g »
i	cmavo			      		lien de phrase
ia	cmavo			      		croyance
i'a	cmavo			      		acceptation
iacu'i	cmavo-compound			      		scepticisme
ianai	cmavo-compound			      		incroyance
i'anai	cmavo-compound			      		blame
ibu	bu-letteral			      		lettre « i »
ie	cmavo			      		accord
i'e	cmavo			      		approbation
i'ecu'i	cmavo-compound			      		non approbation
ienai	cmavo-compound			      		désaccord
i'enai	cmavo-compound			      		désapprobation
ii	cmavo			      		peur
i'i	cmavo			      		communauté
iinai	cmavo-compound			      		sécurité
i'inai	cmavo-compound			      		vie privée
ija	cmavo-compound			      		x ou y (phrase)
ijanai	cmavo-compound			      		x ou non y (phrase)
ije	cmavo-compound			      		x et y (phrase)
ije'i	cmavo-compound			      		question phrase connecteur « ? »
ijenai	cmavo-compound			      		x et non y (phrase)
ijo	cmavo-compound			      		x ssi y (phrase)
ijonai	cmavo-compound			      		x XOR y (phrase)
iju	cmavo-compound			      		x quelque soit y (phrase)
inaja	cmavo-compound			      		non x ou y (phrase)
io	cmavo			      		respect
i'o	cmavo			      		appréciation
ionai	cmavo-compound			      		impertinence
i'onai	cmavo-compound			      		envie
iu	cmavo			      		amour
i'u	cmavo			      		familiarité
iucu'i	cmavo-compound			      		pas d'amour
iunai	cmavo-compound			      		haine
i'unai	cmavo-compound			      		mystère
ja	cmavo   	-jav-		      		x ou y (intérieur d'un tanru)
ja'a	cmavo			      		affirmateur de bridi (logique)
ja'e	cmavo			      		de là il résulte
ja'enai	cmavo-compound			      		de là il ne résulte jamais
ja'i	cmavo			      		de la règle
ja'o	cmavo			      		j'en conclue
je	cmavo   	-jev-   	-jve-	      		x et y (tanru)
je'a	cmavo			      		affirmateur scalaire
je'e	cmavo			      		acquit
je'enai	cmavo-compound			      		acquit négatif
jei	cmavo   	-jez-		      		abstracteur de vérité
je'i	cmavo			      		question tanru connecteur ?
jenai	cmavo-compound			      		x et non y (intérieur d'un tanru)
je'o	cmavo			      		passe à l'alphabet hébreux
je'u	cmavo			      		vérité
je'unai	cmavo-compound			      		non vérité
ji	cmavo			      		question sumti connecteur « ? »
ji'a	cmavo			      		de plus
ji'e	cmavo			      		jusqu'à la limite
ji'i	cmavo			      		approximativement
ji'ima'u	cmavo-compound			      		arrondi supérieur
ji'ini'u	cmavo-compound			      		arrondi inférieur
ji'o	cmavo			      		sous la direction de
ji'u	cmavo			      		basé sur
jo	cmavo   	-jov-		      		x ssi y (intérieur d'un tanru)
jo'a	cmavo			      		oui métalinguistique
jo'au	experimental cmavo			   	MAI      	Changer la version/le dialecte de l'analyseur syntaxique/parser.	Il faut que la morphologie et la grammmaire des chiffres précédant {jo'au}, y inclues les «mot»-{bu}, soient conformées à la version 134 de la page «BPFK Section: PEG Morphology Algorithm (l'algorithme morphologique de PEG)» sur le site web lojban.org et la grammaire officielle des cmavo de chiffre, afin qu'une locution de {jo'au} forme un modifiant libre qui est compatible avec tous les versions/dialectes de l'analyseur syntaxique/parser du lojban: par exemple, «jie bu jo'au» ainsi que «xei jo'au» ne sont pas des locutions significatives. Dans l'usage standard, une locution de {jo'au} se trouve tout au début de la totalité d'un texte, à l'inverse de l'usage de {fa'o}. La portée de la signification d'une locution de {jo'au} s'étend sur la partie suivante jusqu'à la prochaine locution de {jo'au}. Optionnellement, si la première locution de {jo'au} se trouve au milieu d'un texte, la portée de la signification s'étend à partir du début du texte jusqu'à la prochaine locution de {jo'au}. exemples de la signification: cylylypapi'epa jo'au (le yacc officiel et le jbofi'e http://www.lojban.org/jboski/ ); camxes.bu jo'au (la peg actuelle http://camxes.lojban.org/ ); iocixes.bu jo'au (zasni gerna de la xorxes https://skami2.iocikun.jp/lojban/zasniGerna , http://www.lojban.org/tiki/zasni+gerna ); ilmentufa burenopavopi'epapapi'erevo jo'au (ilmentufa version 2014-11-24 http://mw.lojban.org/extensions/ilmentufa/camxes-exp.html , https://github.com/Ilmen-vodhr/ilmentufa ); fancylojban.bu jo'au (fancylojban http://mw.lojban.org/lmw/fancylojban , http://mw.lojban.org/lmw/ce_ki_tau_jau - il n'y a pas encore d'analyseur syntaxique.)
jo'e	cmavo   	-jom-		      		union
joi	cmavo   	-jol-   	-joi-	      		en masse avec
jo'i	cmavo			      		tableau
joibu	bu-letteral			      		&
jonai	cmavo-compound			      		x XOR y (intérieur d'un tanru)
jo'o	cmavo			      		passe à l'alphabet arabe
jo'u	cmavo   	-jo'u-		      		en commun avec
ju	cmavo   	-juv-		      		x quelque soit y (intérieur d'un tanru)
ju'e	cmavo			      		connecteur vague
ju'i	cmavo			      		écoutez moi
ju'icu'i	cmavo-compound			      		repos
ju'inai	cmavo-compound			      		ignorez moi
ju'o	cmavo			      		certitude
ju'ocai	cmavo-compound			      		quasi certitude
ju'ocu'i	cmavo-compound			      		incertitude
ju'onai	cmavo-compound			      		impossibilité
ju'opei	cmavo-compound			      		avec quelle certitude ?
ju'u	cmavo			      		base numérique
jy	cmavo			      		lettre « j »
ka	cmavo   	-kam-		      		abstracteur de propriété x_1 est la qualité/propriété montrée par [bridi]
ka'a	cmavo			      		atteint par
ka'e	cmavo			      		capable de façon innée
kai	cmavo			      		caractérisant
ka'i	cmavo			      		représenté par
ka'o	cmavo			      		i imaginaire
kau	cmavo			      		question indirecte
ka'u	cmavo			      		je sais culturellement
ke	cmavo   	-kem-		      		commence un groupement
ke'a	cmavo			      		ça dans une relative (que/dont...)
ke'e	cmavo   	-kep-   	-ke'e-	      		termine un groupement
kei	cmavo   	-kez-		      		fin d'une abstraction
ke'i	cmavo			      		intervalle ouvert
ke'o	cmavo			      		répetez svp
ke'u	cmavo			      		je répète
ke'unai	cmavo-compound			      		je continue
ki	cmavo			      		null
ki'a	cmavo			      		confusion sur le texte
ki'anai	cmavo-compound			      		compréhension textuelle
ki'e	cmavo			      		merci
ki'enai	cmavo-compound			      		pas merci
ki'o	cmavo			      		séparateur de nombre (paquet de 3 en base 10)
ki'u	cmavo			      		à cause de la raison
ki'u ma	cmavo-compound			      		avec quelle raison ?
ki'unai	cmavo-compound			      		malgré la raison
ko	cmavo			      		toi à l'impératif
ko'a	cmavo			      		ça 1
ko'e	cmavo			      		ça 2
koi	cmavo			      		borné par
ko'i	cmavo			      		ça 3
ko'o	cmavo			      		ça 4
ko'oi	experimental cmavo			      		impératif d'attitude
ko'u	cmavo			      		ça 5
ku	cmavo			      		termine un sumti
ku'a	cmavo   	-kuz-		      		intersection
ku'i	cmavo			      		attitudinal mais
ku'o	cmavo			      		termine une relative
ku'u	cmavo			      		dans la culture
ky	cmavo			      		lettre « k »
la	cmavo			      		article nommant
la'a	cmavo			      		probabilité
la'anai	cmavo-compound			      		improbabilité
la'e	cmavo			      		l'étalon de
la'edi'u	cmavo-compound			      		pro-sumti référent la dernière parole
lai	cmavo			      		la masse nommée
la'i	cmavo			      		l'ensemble nommé
la'o	cmavo			      		le truc non lojban nommé
lau	cmavo			      		marque de ponctuation
la'u	cmavo			      		quantifiant
la'u ma	cmavo-compound			      		en quelle quantité ?
le	cmavo			      		artcile décrivant
le'a	cmavo			      		dans la catégorie
ledo	cmavo-compound			      		le tien/votre décrit
le'e	cmavo   	-lem-		      		le stéréotypique
le go'i	cmavo-compound			      		x_1 du dernier bridi
lei	cmavo			      		artcile décrivant une masse
le'i	cmavo			      		l'ensemble décrit
le jaica	cmavo-compound			      		le temps de
le jaigau	cmavo-compound			      		l'agent dans
le jaivi	cmavo-compound			      		le lieu de
leko'a	cmavo-compound			      		le sien (de ça 1) décrit
lemi	cmavo-compound			      		le mien décrit
le'o	cmavo			      		attitudinal : agressive
le'ocu'i	cmavo-compound			      		attitudinal : passif
le'onai	cmavo-compound			      		attitudinal : defensive
le sego'i	cmavo-compound			      		x_2 du dernier bridi
le tego'i	cmavo-compound			      		x_3 du dernier bridi
le'u	cmavo			      		fini une citation grammaticalement incorrecte
leva	cmavo-compound			      		ça là
le vego'i	cmavo-compound			      		x_4 du dernier bridi
levi	cmavo-compound			      		ça ici
levu	cmavo-compound			      		ça là-bas
le xego'i	cmavo-compound			      		x_5 du dernier bridi
li	cmavo			      		article de nombre
li'a	cmavo			      		clairement
li'anai	cmavo-compound			      		obscurément
li'e	cmavo			      		précédé par
li'i	cmavo   	-liz-		      		abstracteur d'expérience
li'o	cmavo			      		texte omis
li'u	cmavo			      		fin de citation grammaticalement correcte
lo	cmavo			      		artcile décrivant ce qui est vraiment
lo'a	cmavo			      		passe à l'alphabet lojban (romain)
lo'e	cmavo   	-lom-		      		le typique
loi	cmavo			      		la masse qui est vraiment
lo'i	cmavo			      		l'ensemble qui est vraiment
lo'u	cmavo			      		commence une citation grammaticalement incorrecte
lu	cmavo			      		marqueur de début d'une citation grammaticalement correcte
lu'a	cmavo			      		les individus de
lu'e	cmavo			      		le symbole pour
lu'i	cmavo			      		l'ensemble composé de
lu'o	cmavo			      		la masse composée de
ly	cmavo			      		lettre « l »
ma	cmavo			      		question « sumti? »
ma'a	cmavo			      		nous avec toi
ma'e	cmavo			      		objet matériel
mai	cmavo			      		ordinal de phrase
ma'i	cmavo			      		dans le référentiel
ma'u	cmavo			      		nombre positif
me	cmavo			      		transforme un sumti en selbri
me'e	cmavo			      		avec le nom
me'e ma	cmavo-compound			      		question : « nom ? »
mei	cmavo   	-mem-   	-mei-	      		converti un nombre en selbri cardinal
me'i	cmavo			      		moins que
me'o	cmavo			      		converti une expression mathématique en sumti
mi	cmavo   	-mib-		      		moi/nous
mi'a	cmavo			      		nous mais pas toi
mi'e	cmavo			      		introduction de « moi »
mi'enai	cmavo-compound			      		je ne suis pas
mi'i	cmavo			      		centre
mi'o	cmavo			      		toi et moi
mo	cmavo			      		question « bridi ? »
mo'a	cmavo   	-mob-		      		trop peu
mo'aroi	cmavo-compound			      		trop peu de fois
moi	cmavo   	-mom-   	-moi-	      		converti un nombre en selbri ordinal
mo'i	cmavo   	-mov-		      		marqueur de mouvement
mo'ibe'a	cmavo-compound			      		vers le nord
mo'ica'u	cmavo-compound			      		vers l'avant
mo'idu'a	cmavo-compound			      		vers l'est
mo'ifa'a	cmavo-compound			      		arrivant à
mo'iga'u	cmavo-compound			      		vers le haut
mo'ine'a	cmavo-compound			      		dans le voisinage de
mo'ine'i	cmavo-compound			      		vers l'intérieur
mo'ine'u	cmavo-compound			      		vers le sud
mo'ini'a	cmavo-compound			      		vers le bas
mo'ipa'o	cmavo-compound			      		traversant
mo'ire'o	cmavo-compound			      		le long de
mo'iri'u	cmavo-compound			      		vers la droite
mo'iru'u	cmavo-compound			      		orbitant
mo'ite'e	cmavo-compound			      		longeant
mo'ito'o	cmavo-compound			      		s'éloignant de
mo'ivu'a	cmavo-compound			      		vers l'ouest
mo'ize'o	cmavo-compound			      		vers l'extérieur
mo'izo'a	cmavo-compound			      		passant par
mo'izo'i	cmavo-compound			      		approchant
mo'izu'a	cmavo-compound			      		vers la gauche
mo'o	cmavo			      		ordinal de chapitre
mu	cmavo   	-mum-		      		5
mu'a	cmavo			      		par exemple
mu'acu'i	cmavo-compound			      		omettant l'exemple
mu'anai	cmavo-compound			      		finissant les exemples
mu'i	cmavo			      		à cause de la motivation
mu'i ma	cmavo-compound			      		question : « motivation ? »
mu'inai	cmavo-compound			      		malgré la motivation
muki'o	cmavo-compound			      		5000
mumei	cmavo-compound			      		est un quintette
mumoi	cmavo-compound			      		5ème
muno	cmavo-compound			      		50
munono	cmavo-compound			      		500
mu'o	cmavo			      		fin de la transmission
mu'onai	cmavo-compound			      		transmission à suivre
mu'u	cmavo			      		exemplifié par
my	cmavo			      		lettre « m »
na	cmavo   	-nar-		      		négation d'un bridi
na.a	cmavo-compound			      		non x ou y (sumti)
na'a	cmavo			      		annule les changements d'alphabets
na'e	cmavo   	-nal-		      		contraire scalaire
na'epu'i	cmavo-compound			      		n'a jamais
nagi'a	cmavo-compound			      		non x ou y (queue de bridi)
nago'i	cmavo-compound			      		déclare faux le dernier bridi
nai	cmavo			      		déclare faux le dernier mot
na'i	cmavo			      		négation métalinguistique
naja	cmavo-compound			      		non x ou y (tanru)
na'o	cmavo			      		typique
na'onai	cmavo-compound			      		atypiquement
nau	cmavo			      		point de référence
ne'a	cmavo			      		après (dans l'espace-temps)
nei	cmavo			      		répète le bridi en cours
ne'i	cmavo			      		à l'intérieur
ne'o	cmavo			      		opérateur factoriel
ne'u	cmavo			      		au sud de
ni	cmavo   	-nil-		      		abstracteur de quantité
ni'a	cmavo			      		en dessous de
ni'i	cmavo			      		à cause de la logique
ni'i ma	cmavo-compound			      		question : « logique ? »
ni'inai	cmavo-compound			      		malgré la logique
ni'o	cmavo			      		marqueur de nouveau sujet
ni'u	cmavo			      		signe moins des nombre négatifs
noda	cmavo-compound			      		rien du tout
no'i	cmavo			      		vieux sujet
nomo'o	cmavo-compound			      		Chapitre 0
no'o	cmavo			      		valeur standard
noroi	cmavo-compound			      		jamais
nu	cmavo   	-nun-		      		abstracteur d'événement
nu'a	cmavo			      		converti un opérateur mathématique en selbri
nu'e	cmavo			      		promis
nu'ecu'i	cmavo-compound			      		delié de promesse
nu'enai	cmavo-compound			      		non promis
nu'o	cmavo   	-nu'o-		      		potentiel non réalisé
ny	cmavo			      		lettre « n »
o	cmavo			      		x si et seulement si y (sumti)
o'a	cmavo			      		fierté
o'acu'i	cmavo-compound			      		modestie
o'anai	cmavo-compound			      		honte
obu	bu-letteral			      		lettre « o »
o'e	cmavo			      		proximité
o'enai	cmavo-compound			      		distance
oi	cmavo			      		plainte
oinai	cmavo-compound			      		plaisir
oire'e	cmavo-compound			      		problème métaphysique
oiro'a	cmavo-compound			      		embarrassement
oiro'e	cmavo-compound			      		fatigue mentale
oiro'i	cmavo-compound			      		anxiété
oiro'o	cmavo-compound			      		douleur physique
oiro'u	cmavo-compound			      		plainte sexuelle
onai	cmavo-compound			      		x XOR y (sumti)
o'o	cmavo			      		patience
o'ocu'i	cmavo-compound			      		tolérance
o'onai	cmavo-compound			      		énervement
o'u	cmavo			      		détente
o'unai	cmavo-compound			      		stress
pa	cmavo   	-pav-		      		1
pa'a	cmavo			      		en commun avec
pa'aku	cmavo-compound			      		chacun respectivement
pabi	cmavo-compound			      		18
paci	cmavo-compound			      		13
pa'e	cmavo			      		justice
pa'enai	cmavo-compound			      		injustice
pai	cmavo			      		nombre pi
pa'i	cmavo			      		ratio
paki'o	cmavo-compound			      		1000
pamai	cmavo-compound			      		premièrement
pamei	cmavo-compound			      		est un singleton
pamoi	cmavo-compound			      		1er
pamo'o	cmavo-compound			      		Chapitre 1
pamu	cmavo-compound			      		15
pano	cmavo-compound			      		10
panomei	cmavo-compound			      		est une dizaine
panomoi	cmavo-compound			      		10ème
panono	cmavo-compound			      		100
panonomei	cmavo-compound			      		est une centaine
papa	cmavo-compound			      		11
pare	cmavo-compound			      		12
paremei	cmavo-compound			      		est une douzaine
paso	cmavo-compound			      		19
pau	cmavo			      		marque le début d'une question
pa'u	cmavo			      		ayant la/les parties
paunai	cmavo-compound			      		question rhétorique
pavo	cmavo-compound			      		14
paxa	cmavo-compound			      		16
paze	cmavo-compound			      		17
pe	cmavo			      		est associé à
pe'a	cmavo   	-pev-		      		au sens figuré
pei	cmavo			      		question : « émotion ? »
pe'i	cmavo			      		j'émets l'avis
pe'u	cmavo			      		svp
pi	cmavo   	-piz-		      		virgule décimale
pi'a	cmavo			      		matrice de ligne
pidu'e	cmavo-compound			      		trop parmi
pi'e	cmavo			      		séparateur de chiffre (1h12'12''->1pi'e12pi'e12)
pi'i	cmavo			      		multiplication
piji'i	cmavo-compound			      		à peu près tous parmi
pimo'a	cmavo-compound			      		trop peu parmi
pimucu'o	cmavo-compound			      		est de propabilité ½
pi'o	cmavo			      		utilisé par
piresi'e	cmavo-compound			      		est un cinquième de
piro	cmavo-compound			      		tous parmi
pirosi'e	cmavo-compound			      		est la totalité de
piso'a	cmavo-compound			      		presque tous parmi
piso'i	cmavo-compound			      		une grande partie parmi
piso'iroi	cmavo-compound			      		une grande partie du temps
piso'u	cmavo-compound			      		un peu de
piso'uroi	cmavo-compound			      		rarement
pisu'o	cmavo-compound			      		au moins quelques uns de
pi'u	cmavo   	-piv-		      		produit cartésien
po	cmavo			      		est spécifique à
po'e	cmavo			      		associé de manière inaliènable à
poi	cmavo			      		subordonne un bridi à un sumti
po'i	cmavo			      		dans la séquence
po'o	cmavo			      		de façon unique
po'u	cmavo			      		identification restreinte
pu	cmavo			      		marqueur de temps du passé
puba	cmavo-compound			      		allait avoir lieu
puca'a	cmavo-compound			      		était actuellement
puca'o	cmavo-compound			      		était pendant
pu'e	cmavo			      		par le processus
pu'i	cmavo   	-pus-		      		potentiel démontré
pujeba	cmavo-compound			      		avant et après
pujeca	cmavo-compound			      		avant et pendant
pu'o	cmavo			      		avant le début de
pupu	cmavo-compound			      		passé antérieur
pu'u	cmavo   	-puv-		      		abstracteur de processus
puza	cmavo-compound			      		il y a moyennement longtemps
puze'a	cmavo-compound			      		durée moyenne dans le passé
puze'i	cmavo-compound			      		pendant une courte période dans le passé
puze'u	cmavo-compound			      		pendant une longue période dans le passé
puzi	cmavo-compound			      		peu de temps avant
puzu	cmavo-compound			      		longtemps avant
py	cmavo			      		lettre « p »
ra	cmavo			      		sumti récent
ra'a	cmavo			      		correspondant à
ra'e	cmavo			      		répétition des décimales
rai	cmavo			      		avec le superlatif
ra'i	cmavo			      		de la source
ra'o	cmavo			      		remise à jour des assignement
rau	cmavo			      		assez
raumei	cmavo-compound			      		est assez
raumoi	cmavo-compound			      		est le assez-ième parmi
re	cmavo   	-rel-		      		2
re'a	cmavo			      		transposition mathématique
re'e	cmavo			      		spirituel/religieux
re'enai	cmavo-compound			      		sacrilège
rei	cmavo			      		14 (E en hexadécimal)
re'i	cmavo			      		prêt à recevoir
re'inai	cmavo-compound			      		pas prêt à recevoir
reki'o	cmavo-compound			      		2000
remai	cmavo-compound			      		deuxièmement
remei	cmavo-compound			      		est une paire
remoi	cmavo-compound			      		2ème
reno	cmavo-compound			      		20
renomei	cmavo-compound			      		est 20
renono	cmavo-compound			      		200
re'o	cmavo			      		adjacent à
reroi	cmavo-compound			      		2 fois autant
ri	cmavo			      		le dernier sumti
ri'a	cmavo			      		à cause de
ri'a ma	cmavo-compound			      		question : « cause ? »
ri'anai	cmavo-compound			      		malgré la cause
ri'e	cmavo			      		relachement émotionnel
ri'enai	cmavo-compound			      		contriction émotionnelle
ri'i	cmavo			      		expérimenté par
ri'o	cmavo			      		intégrale (opérateur mathématique)
ri'u	cmavo			      		à la droite de
ro	cmavo   	-rol-		      		tout/chaque
ro'a	cmavo			      		social
ro'anai	cmavo-compound			      		antisocial
roda	cmavo-compound			      		chaque chose
ro'e	cmavo			      		mental
ro'enai	cmavo-compound			      		sans esprit
roi	cmavo   	-rom-   	-roi-	      		quantificateur de temps
